ticker,security,,,outlook,rating,use,trust,upward_trend,outlook_date,revenue,rev_change_percent,profit ,profit_change_percent,assets,market_value,sector_y,industry_y,webscrape_date,net_income,ft_employee,proft/employee,div_yield,three_year,five_year,ten_year,,rd,peg,profit_margin,roa,roe
FOSL,Fossil Group Inc,,,,,,,,,,,,,,,Consumer Cyclical,Footwear & Accessories,11/2/20,,,,,-9.54,-36.41,-20.95,,,0,-7.41,-9.21,-30.14
APD,Air Products & Chemicals,,,46,,1,0,,8/4/18,8930200000,0.058,1497800000,-0.501,19178300000,41940800000,Basic Materials,Chemicals,11/2/20,1903,16150,117832.8173,1.88,23.56,18.04,14.39,,80,2,21.58,8.59,16.52
WRB,W.R. Berkley,,,,,,,,,7691700000,0.001,640700000,0.167,24896000000,10337000000,Financial Services,Insurance - Property & Casualty,11/3/20,,7448,0,0.77,12.6,12.63,14.34,,,1.5,4.54,1.31,5.97
ESRX,Express Scripts Holding,,,38,,1,0,,8/4/18,,,,,,,Healthcare,Health Care Plans,11/2/20,,,#DIV/0!,,,,,,,,,,
FSLR,First Solar,,,48,,1,0,,8/4/18,,,,,,,Technology,Solar,11/2/20,223,,,,15.38,9,-4.28,,96,1.1,6.38,3.18,4.22
ESS,"Essex Property Trust, Inc.",,,64,,1,0,,8/4/18,,,,,,,Real Estate,REIT - Residential,11/2/20,,,#DIV/0!,4,-2.08,2.16,9.26,,,25.7,39.89,4.56,9.78
FTI,TechnipFMC,,,31,,1,0,,8/4/18,,,,,,,Energy,Oil & Gas Equipment & Services,11/2/20,,,,4.7,-36.42,-20.65,-10.65,,,0.8,-43.27,-25.62,-79.82
ESTC,Elastic,,,,,,,,,,,,,,,,,11/2/20,,,,,,,,,,0,-30.94,-21.76,-42.01
ESV,Ensco plc,,,,,1,0,,8/4/18,,,,,,,Energy,Oil & Gas Drilling,11/2/20,,,#DIV/0!,,,,,,,,,,
ET,Energy Transfer,,,,,,,,,54436000000,0.146,1694000000,0.776,88246000000,40260000000,Energy,Oil & Gas Midstream,11/2/20,,11768,0,23.69,-20.43,-12.56,3.86,,,0.9,3.04,1.5,6.9
EXR,Extra Space Storage,,,76,,1,0,yes,8/4/18,,,,,,,Real Estate,REIT - Industrial,11/2/20,,,#DIV/0!,3.1,14.95,10.42,23.44,16.27,,0,32.32,5.09,17.88
AON,Aon plc,,,51,,1,0,,8/4/18,,,,,,,Financial Services,Insurance Brokers,11/2/20,,,#DIV/0!,0.97,10.15,14.75,17.04,,,1.4,16.56,6.11,51.72
ETR,Entergy,,,58,,1,0,,8/4/18,11009500000,-0.006,848700000,1.062,48275100000,18214600000,Utilities,Utilities - Diversified,11/2/20,,13688,0,3.68,10.3,12.43,6.48,,,4.3,11.77,2.37,12.16
EVBG,Everbridge,,,,,,,,,,,,,,,,,11/2/20,,,,,56.54,,,,,0,-30.2,-10.78,-33.67
EVH,Evolent Health Inc,,,,,,,,,,,,,,,,,11/2/20,,,,,-11.81,-5.06,,,,0,-53.67,-34.62,-56.92
GE,General Electric,,,58,,1,0,,8/4/18,1.20E+11,-0.016,-22355000000,-,3.09E+11,87009300000,Industrials,Diversified Industrials,11/2/20,,283000,,0.54,-25.52,-19.21,-1.33,,,3.8,3.96,1.29,10.87
EVHC,Envision Healthcare,,,29,,1,0,,8/4/18,,,,,,,Healthcare,Medical Care,11/2/20,,,#DIV/0!,,,,,,,,,,
GERN,Geron Corporation,,,,,,,,,,,,,,,Healthcare,Biotechnology,11/2/20,,,,,-5.14,-13.81,-10.36,,,0,,,
MTCH,"Match Group, Inc.",,,,,,,,,,,,,,,Technology,Internet Content & Information,11/3/20,84,,#DIV/0!,,39.58,39.6,28.97,,354,1.4,1.72,1.59,13.23
EXAS,Exact Sciences Corporation,,,,,,,,,,,,,,,Healthcare,Diagnostics & Research,11/2/20,,,,,30.39,65.12,34.59,,,0,-25.27,-10.92,-21.63
GIII,G-III Apparel Group,,,,,,,,,,,,,,,,,11/2/20,,,,,-17.62,-23.4,-0.19,,,0,2.57,2.67,5.52
EXC,Exelon,,,60,,1,0,,8/4/18,35985000000,0.073,2010000000,-0.467,1.20E+11,48623700000,Utilities,Utilities - Diversified,11/2/20,,33383,0,3.79,3.59,11.01,3.19,,,82.1,7.94,2.14,8.24
EXEL,Exelixis,,,,,,,,,,,,,,,,,11/2/20,282,,#DIV/0!,,-6.88,27.36,16.78,,409,0.6,28.21,15.27,16.96
EXP,Eagle Materials Inc.,,,,,,,,,,,,,,,Basic Materials,Building Materials,11/2/20,,,#DIV/0!,0.35,-4.73,6.08,14.02,,,0,,,
EXPD,Expeditors International of Washington,,,50,,1,0,,8/4/18,8138400000,0.176,618200000,0.263,3314600000,13043900000,Industrials,Integrated Shipping & Logistics,11/2/20,,17400,0,1.15,16.29,12.87,6.85,,,3.5,7.02,16.19,28.68
BJ,BJ's Wholesale Club,,,,,,,,,13007300000,0.02,127300000,1.53,3239300000,3776600000,Consumer Cyclical,Specialty Retail,11/2/20,,26383,0,,,,,,,1.2,,,
HII,Huntington Ingalls Industries,,,64,,1,0,,8/4/18,8176000000,0.099,836000000,0.745,6383000000,8631300000,Industrials,Aerospace & Defense,11/2/20,,40000,0,,,,,,,1.2,5.92,6.83,31.94
EYE,National Vision Holdings,,,,,,,,,,,,,,,,,11/2/20,,,,,11.53,,,,,0,-1.85,-1.35,-3.63
FAF,First American Financial,,,,,,,,,5747800000,-0.004,474500000,0.122,10630600000,5765300000,Financial Services,Insurance - Specialty,11/2/20,,18251,0,3.9,-2.14,6.52,14.53,,,0,9.61,5.24,14.28
XIACY,Xiaomi,,,,,,,,,,,,,,,Technology,Consumer Electronics,11/3/20,11628,,#DIV/0!,,,,,,8115,1.2,5.45,6.52,13.97
IQV,IQVIA Holdings,,,55,3.5,,,,9/8/19,10412000000,0.069,259000000,-0.802,22549000000,28280900000,Healthcare,Diagnostics & Research,11/3/20,,58000,0,,13.07,18.62,,,,1.1,1.61,0.75,2.94
ADBE,Adobe Systems,,,87,4.3,0,0,yes,11/3/20,9030000000,0.237,2590800000,0.529,18768700000,1.30E+11,Technology,Software—Infrastructure,11/2/20,3861,22634,170584.0771,0,34.98,37.69,31.39,,2130,2.1,31.05,18.18,35.17
GNW,Genworth Financial,,,,,,,,,8430000000,0.016,119000000,-0.854,1.01E+11,1918500000,Financial Services,Insurance - Life,11/2/20,,3500,,,6.39,-3.53,-10.01,,,0,-6.29,-0.49,-3.56
FCAU,Fiat Chrysler Automobiles N.V.,,,,,,,,,,,,,,,,,11/2/20,,,#DIV/0!,,-6.07,5.85,,,,1.9,,,
TGT,Target,,,47,,0,0,,8/4/18,75356000000,0.048,2937000000,0.001,41290000000,41440900000,Consumer Defensive,Discount Stores,11/3/20,,360000,0,1.75,39.26,16.55,12.42,,,2,4.16,7.86,28.85
FE,FirstEnergy,,,52,,1,0,,8/4/18,11864000000,-0.129,1348000000,-,40063000000,22059600000,Utilities,Utilities - Diversified,11/2/20,,12494,0,5.22,1.83,3.66,2.46,,,3,6.15,1.6,9.28
FFIV,F5 Networks,,,49,,0,0,,8/4/18,,,,,,,Technology,Software - Infrastructure,11/2/20,325,,#DIV/0!,,2.74,3.47,1.12,,424,1.9,13.95,8.38,17.19
FGEN,"FibroGen, Inc.",,,,,,,,,,,,,,,Healthcare,Biotechnology,11/2/20,,,,,-10.67,9.51,,,,0,-287.01,-36.13,-60.73
BBY,Best Buy,,,62,,0,0,,8/4/18,42879000000,0.017,1464000000,0.464,12901000000,19030200000,Consumer Cyclical,Specialty Retail,11/2/20,,125000,0,1.93,28.45,28.54,11.65,,,1.9,3.75,10.06,46.13
FINL,Finish Line,,,44,,0,0,,8/4/18,,,,,,,,,11/2/20,,,#DIV/0!,,,,,,,,,,
FIS,Fidelity National Information Services,,,52,,0,0,,8/4/18,8423000000,-0.077,846000000,-0.359,23770000000,36546500000,Industrials,Business Services,11/2/20,,47000,,1.12,11.09,12.11,17.16,,,1.2,-0.83,-0.12,-0.21
FISV,Fiserv,,,49,,1,0,,8/4/18,5823000000,0.022,1187000000,-0.047,11262000000,34603100000,Industrials,Business Services,11/2/20,,24000,0,,15.41,14.99,21.69,,,1,6.01,1.2,2.81
FIT,Fitbit,,,29,,0,0,,8/4/18,,,,,,,Technology,Scientific & Technical Instruments,11/2/20,,,,,5.7,-29.61,,,,0,-19.75,-22.11,-48.59
FITB,Fifth Third Bancorp,,,43,3.3,1,0,,9/8/19,7973000000,0.034,2193000000,0,1.46E+11,19447400000,Financial Services,Banks - Regional - US,11/2/20,,17437,0,4.52,-3.15,7.2,9.09,,,0,18.85,0.76,7.12
FIVE,Five Below,,,36,3,1,0,yes,9/8/19,,,,,,,Consumer Cyclical,Specialty Retail,11/2/20,,,#DIV/0!,,32.33,30.49,,,,,5.89,5.44,14.47
FL,Foot Locker,,,47,,0,0,,8/4/18,7939000000,0.02,541000000,0.905,3820000000,6841100000,Consumer Cyclical,Footwear & Accessories,11/2/20,,32401,0,3.55,11.05,-8.66,11.31,,,0,2.62,2.85,7.89
FLEX,Flex Ltd.,,,,,,,,,,,,,,,Technology,Contract Manufacturers,11/2/20,,,#DIV/0!,,-8.56,3.51,6.92,,,0,1.41,2.22,10.96
FLIR,FLIR Systems,,,67,3.7,1,0,maybe,9/8/19,,,,,,,Technology,Scientific & Technical Instruments,11/2/20,139,,#DIV/0!,1.96,-7.11,6.94,3.71,,211,2.5,7.36,4.34,7.56
FLS,Flowserve,,,33,,1,0,,8/4/18,,,,,,,Industrials,Diversified Industrials,11/2/20,,,#DIV/0!,2.71,-5.67,-5.96,1.15,,,2.4,3.77,3.05,8.63
Gold,Barrick Gold,,,,,,,,,,,,,,,,,11/2/20,,,,1.01,25.29,29.18,-4.7,,,0,39,11.37,23.41
FLT,Fleetcor Tech,,,,,,,,,,,,,,,,,11/2/20,,,#DIV/0!,,8.14,9.72,,,,1,29.88,6.79,22.52
HAL,Halliburton,,,46,,1,0,,8/4/18,23995000000,0.164,1656000000,-,25982000000,25565500000,Energy,Oil & Gas Equipment & Services,11/2/20,,60000,,3.73,-29.92,-16.31,-5.08,,,2.2,-26.61,-18.31,-58.39
AEE,Ameren,,,67,,1,0,no,8/4/18,6291000000,0.018,815000000,0.558,27215000000,18050600000,Utilities,Utilities—Regulated Electric,11/2/20,,9323,0,2.44,12.58,16.03,13.1,13.90333333,,2.9,14.57,2.91,10.58
FMCC,Freddie Mac,,,62,,1,0,,8/4/18,73598000000,-0.014,9235000000,0.642,2.06E+12,1748700000,Financial Services,Specialty Finance,11/2/20,,6621,0,,-16.21,-4.11,16.83,,,0,,,
FNF,Fidelity National Financial,,,41,,1,0,,8/4/18,7594000000,-0.223,628000000,-0.185,9301000000,10063400000,Financial Services,Insurance - Specialty,11/2/20,,23436,0,4.22,-1.58,7.41,15.59,,,0,9.7,2.88,14.81
HCA,HCA Holdings,,,60,,1,0,,8/4/18,46677000000,-0.02,3787000000,0.709,39207000000,44787000000,Healthcare,Medical Care,11/2/20,,229000,0,0.67,20.59,13.95,,,,1,,,
AMD,Advanced Micro Devices,,,52,,,0,no,8/4/18,6475000000,0.215,337000000,6.837,4556000000,27601500000,Technology,Semiconductors,11/2/20,879,10100,87029.70297,,90.24,102.57,25.78,,1805,0.9,10.17,14.32,29.09
DBX,Dropbox,,,,,1,0,,,,,,,,,Technology,Software - Infrastructure,11/2/20,33,,#DIV/0!,,,,,,717,0.9,1.85,1.3,4.33
FRT,Federal Realty Investment Trust,,,68,,1,0,,8/4/18,,,,,,,Real Estate,REIT - Retail,11/2/20,,,#DIV/0!,6.12,-13.19,-9.09,2.55,,,25.3,30.54,3.8,11.9
FTAI,Fortress Transportation and Infrastructure,,,,,,,,,,,,,,,,,11/2/20,,,#DIV/0!,8.39,2.76,12.36,,,,0,30.77,4.27,12.45
MKC,McCormick and Company,,,50,,1,0,,8/4/18,,,,,,,Consumer Defensive,Packaged Foods,11/3/20,,,#DIV/0!,1.37,25.11,18.26,16.48,,,1.9,13.75,7.16,20.54
HES,Hess,,,28,,1,0,,8/4/18,6466000000,0.196,-282000000,-,21433000000,18251800000,Energy,Oil & Gas E&P,11/2/20,,1708,,2.69,-2.6,-5.67,-3.36,,,0,-58.48,-15.46,-40.63
FTR,Frontier Communications,,,18,,1,0,,8/4/18,8611000000,-0.057,-643000000,-,23659000000,209600000,Communication Services,Telecom Services,11/2/20,,21173,0,,,,,,,,,,
HGG,hhgregg,,,20,,1,0,,8/4/18,,,,,,,,,11/2/20,,,,,13.15,9.01,-5.83,,,0,-0.01,-0.02,-0.04
FTS,Fortis,,,,,,,,,,,,,,,,,11/2/20,,,#DIV/0!,3.61,6.25,9.66,4.43,,,0,13.73,2.24,7.36
FTV,Fortive,,,72,3.8,,,,9/8/19,7203200000,0.082,2913800000,1.79,12905600000,28072200000,Technology,Scientific & Technical Instruments,11/2/20,591,24000,24625,,1.27,,,,442,38.3,7.25,3.08,7.03
GBCI,"Glacier Bancorp, Inc.",,,,,,,,,,,,,,,Financial Services,Banks - Regional - US,11/2/20,,,#DIV/0!,3.27,1.77,9.04,13.27,,,0,33.87,1.53,11.5
GCI,Gannett Co,,,23,,1,0,,8/4/18,,,,,,,Consumer Cyclical,Publishing,11/2/20,,,,33.04,-33.5,-15.87,,,,0,-22.59,-26.13,-112.77
GD,General Dynamics,,,45,,1,0,,8/4/18,36193000000,0.169,3345000000,0.149,45408000000,48883000000,Industrials,Aerospace & Defense,11/2/20,,105600,0,3.29,-10.11,0.74,9.3,,,2.6,8.33,6.43,22.57
GDDY,GoDaddy,,,55,,1,0,,8/4/18,,,,,,,Technology,Internet Content & Information,11/2/20,,,,,15.56,21.18,,,,0,-15.72,-7.87,-144.37
GEF,"Greif, Inc.",,,,,,,,,,,,,,,Consumer Cyclical,Packaging & Containers,11/2/20,,,#DIV/0!,4.34,-5.06,8.23,0.11,,,0,2.82,2.32,11.44
GGP,General Growth Properties Inc.,,,39,,1,0,,8/4/18,,,,,,,Real Estate,Retail REITs,11/2/20,,,#DIV/0!,,130.98,203.12,28.12,,,0,,,
GPN,Global Payments,,,55,,1,0,,8/4/18,,,,,,,Industrials,Business Services,11/2/20,,,#DIV/0!,,16.18,18.82,23.33,,,0.7,6.75,1.12,1.82
GIL,Gildan Activewear Inc.,,,,,,,,,,,,,,,Consumer Cyclical,Apparel Manufacturing,11/2/20,,,,1.39,-8.28,-4.25,5.63,,,0,-13.34,-8.19,-15.13
GIS,General Mills,,,31,,0,0,,8/4/18,15740400000,0.008,2131000000,0.286,30624000000,30987400000,Consumer Defensive,Packaged Foods,11/2/20,,40000,0,3.35,8.24,3.67,7.58,,,4,12.78,7.47,29.06
HP,"Helmerich & Payne, Inc.",,,,,,,,,,,,,,,Energy,Oil & Gas Drilling,11/3/20,,,,16.01,-24.42,-12.9,-1.75,,,,-17.95,-7.32,-10.61
GL,Global Life,,,,,,,,,,,,,,,,,11/2/20,,,#DIV/0!,0.91,-0.1,7.93,13.24,,,0,15.84,2.78,10
HPQ,HP,,,70,,1,0,,8/4/18,58472000000,0.123,5327000000,1.109,34622000000,29795900000,Technology,Computer Systems,11/3/20,2564,55000,,3.92,-1.78,9.06,-1.42,,1486,1,,,
GLP,Global Partners,,,44,,1,0,,8/4/18,12672600000,0.421,103900000,0.769,2424300000,668400000,Energy,Oil & Gas Midstream,11/2/20,,2500,0,13.09,5.57,-5.53,3.09,,,0,0.81,3.25,17.3
GLUU,Glu Mobile Inc,,,,,1,0,,8/4/18,,,,,,,Technology,Electronic Gaming & Multimedia,11/2/20,,,,,22.57,14.01,16.05,,,1,-2.42,-2.22,-4.04
GLW,Corning,,,65,,1,0,,8/4/18,11290000000,0.116,1066000000,-,27505000000,25990700000,Technology,Electronic Components,11/2/20,292,51500,5669.902913,2.69,3.29,13.81,7.47,,1200,1.3,1.8,0.67,1.84
HSC,Harsco Corp,,,,,,,,,,,,,,,,,11/3/20,464,,,,-14.23,3.89,-2.73,,5,,,,
GM,General Motors,,,63,,1,0,,8/4/18,1.47E+11,-0.065,8014000000,-,2.27E+11,52291700000,Consumer Cyclical,Auto Manufacturers,11/2/20,,173000,0,2.2,-3.44,3.07,,,,0.8,1.31,0.65,3.71
GME,GameStop,,,27,,1,0,,8/4/18,8850700000,-0.041,-673000000,-20.395,4044300000,1036000000,Consumer Cyclical,Specialty Retail,11/2/20,,33000,,,-11.04,-19.09,0.37,,,0,-6.07,-12.66,-58.42
GNC,GNC Holdings,,,26,,1,0,,8/4/18,,,,,,,Consumer Defensive,Pharmaceutical Retailers,11/2/20,,,#DIV/0!,,,,,,,,,,
ICE,Intercontinental Exchange,,,56,,1,0,,8/4/18,6276000000,0.076,1988000000,-0.209,92791000000,43074100000,Financial Services,Financial Exchanges,11/3/20,,5161,0,1.24,12.52,13.68,16.02,,,1.7,26.19,1.8,11.12
GOGO,Gogo,,,,,,,,,,,,,,,,,11/2/20,,,#DIV/0!,,-2.42,-10.26,,,,0,,,
HOLX,Hologic,,,62,,1,0,,8/4/18,,,,,,,Healthcare,Medical Instruments & Supplies,11/3/20,497,,#DIV/0!,,22.46,12.25,15.96,,226,0.7,15.08,7.46,22.22
GPC,Genuine Parts,,,39,,1,0,,8/4/18,18735100000,0.149,810500000,0.314,12683000000,16350100000,Consumer Cyclical,Specialty Retail,11/2/20,,50000,,3.46,5,3.25,9.48,,,3.3,-1.04,-1.37,-5.75
GPI,Group 1 Automotive,,,,,,,,,11601400000,0.043,157800000,-0.261,5001100000,1186600000,Consumer Cyclical,Auto & Truck Dealerships,11/2/20,,14570,0,0.56,12.25,5.83,12.97,,,0.6,1.26,2.77,11.74
GPK,Graphic Packaging Holding,,,,,,,,,6023000000,0.368,221100000,-0.263,7059200000,3733300000,Consumer Cyclical,Packaging & Containers,11/2/20,,18000,0,2.26,-2.24,1.2,14.97,,,0,2.12,1.83,9.12
LAD,Lithia Motors,,,51,3.5,,,maybe,9/8/19,11821400000,0.172,265700000,0.084,5384000000,2147000000,Consumer Cyclical,Auto & Truck Dealerships,11/3/20,,13643,0,0.53,27.68,15.83,36.42,,,0.4,2.82,5.78,22.97
GPRO,"GoPro, Inc.",,,,,,,,,,,,,,,Technology,Consumer Electronics,11/2/20,,,,,-15.16,-25.53,,,,0,-10.24,-14.91,-56.87
GPS,Gap,,,40,,0,0,,8/4/18,16580000000,0.046,1003000000,0.183,8049000000,9911700000,Consumer Cyclical,Apparel Stores,11/2/20,,135000,,2.49,-4.55,-1.83,3.87,,,0,-7.39,-7.48,-35.32
KEYS,"Keysight Technologies, Inc.",,,68,3.8,,,,9/8/19,,,,,,,Technology,Scientific & Technical Instruments,11/3/20,605,,#DIV/0!,,33.16,25.7,,,698,0,14.68,8.96,19.23
GRPN,Groupon,,,36,,0,0,,8/4/18,,,,,,,Technology,Internet Content & Information,11/2/20,,,,,-42.56,-23.57,,,,0.9,-12,-16.04,-106.48
GRUB,GrubHub,,,70,,0,0,yes,8/4/18,,,,,,,Technology,Internet Content & Information,11/2/20,,,,,6.57,24.78,,,,16.9,-7.1,-4.38,-7.19
ICON,Iconix Brand Group,,,,,,,,,,,,,,,,,11/3/20,,,,,-66.25,-66.78,-43.17,,,0,,,
GS,Goldman Sachs Group,,,53,,1,0,,8/4/18,52528000000,0.243,10459000000,1.44,9.32E+11,70414900000,Financial Services,Capital Markets,11/2/20,,36600,0,2.64,-6.47,1.8,2.92,,,1.5,13.17,0.46,6.1
GT,Goodyear Tire & Rubber,,,50,,1,0,,8/4/18,15475000000,0.006,693000000,1.003,16872000000,4215600000,Consumer Cyclical,Rubber & Plastics,11/2/20,,64000,,,-30.61,-20.32,1.18,,,0,-13.81,-9.91,-44.42
DGX,Quest Diagnostics,,,56,,0,0,,8/4/18,7531000000,-0.023,736000000,-0.047,11003000000,12072800000,Healthcare,Diagnostics & Research,11/2/20,,46000,0,1.81,11.83,14.2,10.72,,,1.6,13.17,8.42,18.34
H,Hyatt Hotels,,,68,,1,0,,8/4/18,,,,,,,Consumer Cyclical,Lodging,11/2/20,,,#DIV/0!,0.71,-5.02,2.54,3.39,,,0,7.45,3.34,7.8
IGT,International Game Technology PLC,,,,,1,0,,8/4/18,,,,,,,Consumer Cyclical,Gambling,11/3/20,,,,4.87,-23.88,-5.78,-1.32,,,0,-14.86,-4.33,-41.69
HAS,Hasbro,,,68,,0,0,,8/4/18,,,,,,,Consumer Cyclical,Leisure,11/2/20,377,,#DIV/0!,3.29,0.24,4.11,7.99,,252,2.4,7.58,4.94,17.44
HBAN,Huntington Bancshares,,,52,,1,0,,8/4/18,,,,,,,Financial Services,Banks - Regional - US,11/2/20,,,#DIV/0!,5.75,-3.54,3.27,9.61,,,3.6,15.51,0.64,6.85
HBI,Hanesbrands,,,37,,1,0,,8/4/18,6804000000,0.05,553100000,7.936,7256000000,6463100000,Consumer Cyclical,Apparel Manufacturing,11/2/20,,68000,0,3.73,-2.89,-9.94,12.53,,,1.4,7.84,6.55,47.28
GNTX,Gentex Corporation,,,12,2.3,,,,9/8/19,,,,,,,Consumer Cyclical,Auto Parts,11/2/20,299,,#DIV/0!,1.72,14.89,12.71,12.05,,117,1.6,18.67,14.12,16.08
AMRK,A-Mark Precious Metals,,,,,,,,,7606200000,0.088,-3400000,-1.479,743000000,83700000,Financial Services,Capital Markets,11/2/20,,184,0,,25.41,17.55,,,,0,0.56,4.17,35.75
ARRY,Array BioPharma Inc.,,,,,,,,,,,,,,,,,11/2/20,,,#DIV/0!,,,,,,,0,,,
PYPL,PayPal Holdings,,,63,,0,0,yes,8/4/18,15451000000,0.18,2057000000,0.146,43332000000,1.22E+11,Financial Services,Credit Services,11/3/20,2583,21800,118486.2385,,37.48,38.39,,,2327,2,13.44,4.63,15.29
INFN,Infinera Corporation,,,,,,,,,,,,,,,,,11/3/20,,,,,-7.6,-20.99,-2.84,,,0,-22.76,-20.08,-73.92
HDB,HDFC Bank,,,64,,1,0,yes,8/4/18,,,,,,,Financial Services,Banks - Regional - Asia,11/2/20,,,#DIV/0!,,7.96,14.47,13,,,0,33.91,1.88,15.75
HDS,HD Supply Holdings,,,40,,1,0,,8/4/18,6047000000,-0.075,394000000,-0.594,4233000000,7402100000,Industrials,Industrial Distribution,11/2/20,,11500,0,,5.2,6.53,,,,5.1,6.91,8.69,27.71
HFC,HollyFrontier,,,38,,1,0,,8/4/18,17714700000,0.243,1098000000,0.363,10994600000,8413600000,Energy,Oil & Gas Refining & Marketing,11/2/20,,3622,,7.56,-16.71,-12.42,8.74,,,8.4,-1.12,-1.37,-2.8
HI,"Hillenbrand, Inc.",,,,,,,,,,,,,,,Industrials,Diversified Industrials,11/2/20,,,,2.91,-6.87,2.04,5.73,,,0,-1.23,-0.96,-3.12
INT,World Fuel Services,,,43,,1,0,,8/4/18,,,,,,,Energy,Oil & Gas Refining & Marketing,11/3/20,,,,1.9,-7.9,-12.31,-2.01,,,0,0.46,2.56,7.52
HIG,Hartford Financial Services Group,,,60,,1,0,,8/4/18,19827000000,0.031,1807000000,-,62307000000,17872900000,Financial Services,Insurance - Diversified,11/2/20,,18500,0,3.31,-8.37,-0.93,7.26,,,0,8.4,2.42,10.4
CCI,Crown Castle International,,,65,,1,0,yes,8/4/18,,,,,,,Real Estate,REIT - Diversified,11/2/20,,,#DIV/0!,3.07,17.6,15.49,15.61,16.23333333,,3.1,11.62,1.74,6.44
AY,Atlantica Yield,,,,,,,,,,,,,,,,,11/2/20,,,#DIV/0!,5.6,14.56,13.53,,,,0,1.75,0.17,1.26
HLF,Herbalife Nutrition Ltd.,,,,,,,,,,,,,,,Consumer Defensive,Packaged Foods,11/3/20,,,#DIV/0!,,8.92,9.86,11.67,,,0,,,
HLT,Hilton Worldwide Holdings,,,71,,0,0,no,8/4/18,8906000000,-0.026,764000000,-0.393,13995000000,24292800000,Consumer Cyclical,Lodging,11/3/20,,169000,0,0.34,7.3,8.71,,,,2.7,,,
B4O2,Windstream Holdings,,,,,,,,,5713100000,-0.024,-723000000,-,10257900000,12900000,,,11/2/20,,11945,0,,,,,,,0,,,
INVA,Innoviva,,,,,,,,,,,,,,,,,11/3/20,216,,,,-5.87,2.86,-1.99,,2,0,67.16,27.09,57.52
HMLP,Hoegh LNG Partners,,,,,,,,,,,,,,,,,11/3/20,,,#DIV/0!,15.13,-2.92,4.64,,,,0,29.43,4.31,8.83
HOG,Harley-Davidson,,,26,,1,0,,8/4/18,5716900000,0.012,531500000,0.019,10665700000,5670700000,Consumer Cyclical,Recreational Vehicles,11/3/20,,5900,0,2.42,-8.67,-4.2,3.35,,,146.8,1.72,0.65,4.39
BAH,Booz Allen Hamilton Holding,,,62,,1,0,,8/4/18,6171900000,0.063,305100000,0.208,3603400000,8144400000,Industrials,Business Services,11/2/20,,24600,0,1.53,30.49,23.44,,,,0,6.6,10.45,56.82
HPE,Hewlett Packard Enterprise,,,34,,1,0,,8/4/18,30852000000,0.069,1908000000,4.547,55493000000,21144900000,Technology,Communication Equipment,11/3/20,1,60000,16.66666667,5.56,-9.17,7.26,,,1828,1.1,,,
HRB,H&R Block,,,44,,1,0,,8/4/18,,,,,,,Consumer Cyclical,Personal Services,11/3/20,,,#DIV/0!,6.03,-5.56,-10.18,8.26,,,0.5,7.57,5.77,109.83
HRL,Hormel Foods,,,71,,1,0,,8/4/18,9545700000,0.041,1012100000,0.195,8142300000,23976800000,Consumer Defensive,Packaged Foods,11/3/20,,20100,0,,18.16,9.54,17.01,,,5.3,9.59,10.59,15.29
HRS,Harris,,,48,,1,0,,8/4/18,,,,,,,Technology,Communication Equipment,11/3/20,,,#DIV/0!,,,,,,,1.3,10.37,5.53,10.25
HSIC,Henry Schein,,,56,,1,0,,8/4/18,13202000000,0.059,535900000,0.319,8500500000,9100900000,Healthcare,Medical Distribution,11/3/20,,22600,0,,2.75,1.45,11.25,,,2.1,,,
HST,Host Hotels & Resorts,,,20,,1,0,,8/4/18,,,,,,,Real Estate,REIT - Hotel & Motel,11/3/20,,,#DIV/0!,5.73,-12.38,-3.48,0.6,,,0,2.48,0.75,1.31
HTHIY,Hitachi,,,,,,,,,,,,,,,,,11/3/20,,,#DIV/0!,2.59,-3.11,4.93,5.47,,,0,2.29,1.92,6.03
HTZ,Hertz Global Holdings,,,,,,,,,9504000000,0.08,-225000000,-1.688,21382000000,1457800000,Industrials,Rental & Leasing Services,11/3/20,,38000,,,,,,,,0,-14.57,-4.66,-151.41
HUM,Humana,,,42,,1,0,,8/4/18,56912000000,0.058,1683000000,-0.313,25413000000,36079600000,Healthcare,Health Care Plans,11/3/20,,41600,0,0.61,,,,,,1.6,4.96,10.4,26.64
HUN,Huntsman,,,,,,,,,11527000000,0.088,337000000,-0.47,7953000000,5251900000,Basic Materials,Chemicals,11/3/20,994,10000,99400,2.68,-5.24,15.56,8.15,,129,0,16.55,12.26,34.85
HVT,Haverty Furniture,,,,,,,,,,,,,,,,,11/3/20,,,#DIV/0!,3,5.87,5.25,12.15,,,0,3.88,4.56,10.4
IVC,Invacare Corporation,,,,,,,,,,,,,,,Healthcare,Medical Devices,11/3/20,,,,0.46,-19.35,-14.4,-11.09,,,0,-4.87,-4.67,-12.96
IVZ,Invesco Ltd.,,,61,,1,0,,8/4/18,,,,,,,Financial Services,Asset Management,11/3/20,,,,,-22.53,-10.65,-0.23,,,0,7.89,1.34,5.07
HXL,Hexcel,,,49,,1,0,,8/4/18,,,,,,,Industrials,Aerospace & Defense,11/3/20,124,,#DIV/0!,,,,,,49,0,7.02,4.06,8.52
HXPN,Harris,,,,,,,,,6182000000,-0.109,718000000,0.298,9839000000,18839500000,Energy,Oil & Gas E&P,11/3/20,,17500,0,,136.22,20.96,24.55,,,0,,,
